customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
1101-AKPYZ,2025-11-15,Paid,2026-11-15,Premium,Annual,,,20.64,251,39,0,Sonia Lal Deshmukh,India,Bihar,Female,2007-04-29,2026-04-17,0,19.0,1.0,4.0,306.0,19,low,0
1444-FDMHO,2023-10-13,Referral,2026-09-27,Standard,Monthly,,,13.65,600,29,0,Durga Prasad Mehta,India,Rajasthan,Female,1964-01-12,2026-08-19,0,66.0,0.0,4.0,1070.0,62,low,0
0523-AAQVC,2026-03-02,Referral,2026-09-28,Standard,Monthly,,,15.4,105,3,0,Manisha Kohli,India,Chandigarh,Female,1980-05-05,2026-04-22,0,43.0,1.0,1.0,199.0,46,low,0
7697-RDUJQ,2023-09-20,Paid,2026-10-04,Basic,Monthly,,,8.75,372,36,0,Aisha Sen,India,Arunachal Pradesh,Female,1978-10-06,2025-08-18,0,37.0,0.0,4.0,1093.0,47,low,0
9828-IPZVP,2024-11-02,Paid,2026-11-02,Standard,Annual,,,17.66,474,23,0,Sushma Chand Rathore,India,Madhya Pradesh,Female,1983-04-20,2026-08-31,0,50.0,1.0,2.0,684.0,43,low,0
4391-KPVXB,2023-02-02,Organic,2026-09-14,Standard,Monthly,,,15.23,636,58,0,Kunal Mishra,India,Chandigarh,Male,2001-01-31,2025-12-04,0,72.0,0.0,3.0,1323.0,25,med,0
3283-USZIB,2023-08-24,Referral,2024-02-17,Standard,Monthly,2024-02-17,Switched to competitor,14.28,80,72,1,Yamini Nath Mehra,India,Maharashtra,Female,1967-06-22,2024-02-02,0,51.0,0.0,8.0,177.0,59,high,1
1026-GPXXN,2022-04-09,Paid,2025-08-19,Standard,Annual,2025-08-19,Poor content quality,16.56,844,26,1,Hiral Devi Pawar,India,Kerala,Female,1982-09-19,2023-08-16,0,32.0,0.0,4.0,1228.0,44,low,0
6594-UWGXM,2024-04-17,Paid,2025-08-25,Premium,Monthly,2025-08-25,Too expensive,21.62,365,22,1,Sarvesh Bora,India,Rajasthan,Male,2005-12-29,2025-03-30,0,33.0,0.0,5.0,495.0,20,low,0
9947-AAZWM,2021-10-11,Organic,2025-06-12,Standard,Monthly,2025-06-12,Poor customer support,16.6,704,15,1,Darshan Lal Mishra,India,Tamil Nadu,Male,2005-04-27,2025-04-17,0,7.0,0.0,3.0,1340.0,21,low,0
6196-CBOWL,2024-04-20,Paid,2026-10-07,Standard,Monthly,,,15.47,548,37,0,Subhash Chatterjee,India,Rajasthan,Male,1987-10-18,2025-07-02,0,76.0,0.0,1.0,880.0,38,low,0
2992-LEZZF,2023-09-11,Organic,2026-09-25,Basic,Monthly,,,7.38,311,26,0,Chetan Bai Prasad,India,Karnataka,Male,2004-06-30,,0,,,,1102.0,22,low,0
7920-BDTYR,2023-01-01,Paid,2026-12-31,Basic,Annual,,,8.27,435,8,0,Trisha Chadha,India,Puducherry,Female,1985-08-29,2026-03-19,0,59.0,0.0,3.0,1355.0,41,low,0
6220-EGDRA,2023-02-18,Paid,2027-02-17,Basic,Annual,,,7.45,348,24,0,Ishaan Kapoor,India,Madhya Pradesh,Male,1975-03-31,,0,,,,1307.0,51,low,0
1589-YKABZ,2021-09-27,Paid,2026-10-01,Basic,Monthly,,,9.15,597,27,0,Archana Rani Dhillon,India,West Bengal,Female,2003-08-18,2026-08-14,0,75.0,0.0,2.0,1816.0,23,low,0
9066-XLDKG,2025-11-17,Paid,2026-01-04,Premium,Monthly,2026-01-04,Too expensive,22.78,27,11,1,Gopal Shinde,India,Himachal Pradesh,Male,1985-05-01,2025-12-31,0,100.0,0.0,3.0,48.0,41,low,0
7904-CZBXR,2024-11-30,Paid,2026-11-30,Basic,Annual,,,9.1,245,3,0,Niranjan Dhillon,India,Uttar Pradesh,Male,1990-08-18,2025-05-13,0,81.0,1.0,2.0,656.0,36,low,0
3910-YCHXB,2024-08-01,Paid,2024-09-17,Premium,Monthly,2024-09-17,Too expensive,20.87,21,35,1,Pallavi Bai Baruah,India,Himachal Pradesh,Female,1968-12-21,2024-09-11,0,0.0,0.0,4.0,47.0,57,low,0
4692-ELXFO,2025-03-24,Referral,2026-09-15,Standard,Monthly,,,12.7,224,81,0,Irfan Venkatesh,India,Punjab,Male,2001-08-09,2026-08-31,0,71.0,1.0,3.0,542.0,25,high,1
4487-EDRQE,2023-08-18,Paid,2025-10-31,Premium,Monthly,2025-10-31,Poor customer support,24.91,807,45,1,Mina Bai Verma,India,Mizoram,Female,2003-10-01,2025-02-27,0,57.0,1.0,1.0,805.0,22,low,0
4616-VWMAX,2021-12-28,Organic,2026-12-27,Standard,Annual,,,13.45,701,7,0,Kavita Prasad Oraon,India,Andhra Pradesh,Female,1975-06-02,2024-03-23,0,54.0,0.0,1.0,1724.0,51,low,0
8516-YZBJG,2022-11-06,Organic,2026-11-05,Basic,Annual,,,8.75,443,5,0,Sapna Shinde,India,Nagaland,Female,1999-01-21,2026-08-27,0,44.0,0.0,5.0,1411.0,27,low,0
8410-AUDGC,2026-08-06,Organic,2027-08-06,Standard,Annual,,,12.6,11,1,0,Dhruv Bai Iyer,India,Karnataka,Male,1991-03-20,2026-09-01,0,85.0,0.0,2.0,42.0,35,low,0
8567-GLJCE,2024-01-23,Organic,2026-03-24,Standard,Annual,2026-03-24,Technical issues,13.65,430,23,1,Bhavna Bajwa,India,Assam,Female,1997-10-24,2025-09-30,0,61.0,0.0,2.0,791.0,28,low,0
9696-FFRMK,2025-11-25,Paid,2026-09-21,Standard,Monthly,,,17.98,166,24,0,Shekhar Raj Tirkey,India,Delhi,Male,2004-01-21,2025-12-25,0,35.0,0.0,1.0,296.0,22,low,0
3938-VSVOZ,2025-11-21,Paid,2026-09-17,Premium,Monthly,,,22.62,201,88,0,Shreya Bai Patil,India,West Bengal,Female,1977-01-04,2026-06-06,0,45.0,1.0,2.0,300.0,49,high,1
0189-JNBLN,2022-07-11,Organic,2023-07-28,Standard,Monthly,2023-07-28,Poor content quality,12.86,188,88,1,Amit Chand Mukherjee,India,Jammu and Kashmir,Male,2005-02-07,,0,,,,382.0,21,high,1
4479-QUACD,2024-05-21,Organic,2025-10-01,Basic,Annual,2025-10-01,Poor customer support,8.84,154,30,1,Advait Chauhan,India,Jharkhand,Male,1977-07-15,2025-04-05,0,22.0,0.0,3.0,498.0,49,low,0
9736-YXXCP,2023-02-23,Referral,2027-02-22,Premium,Annual,,,21.36,933,84,0,Aryan Chatterjee,India,Jharkhand,Male,1982-11-07,2026-07-11,0,52.0,0.0,2.0,1302.0,43,high,1
8950-HLSFK,2023-04-26,Organic,2027-04-25,Premium,Annual,,,24.2,1144,5,0,Vidya Lal Deshmukh,India,Puducherry,Female,2005-12-09,2025-06-27,0,60.0,1.0,5.0,1240.0,20,low,0
3093-NJPAJ,2022-06-12,Paid,2026-09-19,Basic,Monthly,,,7.19,402,73,0,Om Nath Patil,India,Jharkhand,Male,1989-04-29,2026-01-29,0,27.0,0.0,3.0,1558.0,37,high,1
2597-OPJRN,2024-06-11,Paid,2025-12-13,Basic,Monthly,2025-12-13,Poor content quality,8.11,143,45,1,Rashmi Ahuja,India,Madhya Pradesh,Female,1994-11-08,2025-10-03,0,26.0,0.0,4.0,550.0,31,low,0
3317-QWVNT,2025-04-06,Paid,2026-09-28,Standard,Monthly,,,17.28,335,4,0,Indira Bora,India,Tamil Nadu,Female,1999-06-12,,0,,,,529.0,27,low,0
8157-KZDWH,2025-05-21,Paid,2026-10-13,Basic,Monthly,,,9.03,138,94,0,Shailendra Sandhu,India,Jharkhand,Male,1982-06-09,2026-01-30,0,36.0,0.0,3.0,484.0,44,high,1
5275-ATZJH,2025-01-11,Organic,2026-10-03,Premium,Monthly,,,23.69,508,19,0,Deepika Kaur,India,Madhya Pradesh,Female,1979-02-07,2026-04-10,0,96.0,0.0,2.0,614.0,47,low,0
5338-FLXAB,2023-05-20,Paid,2024-11-02,Basic,Annual,2024-11-02,No longer interested,7.71,138,11,1,Madhavi Hegde,India,Sikkim,Female,1962-04-24,2024-10-29,0,43.0,0.0,4.0,532.0,64,low,0
7606-JPJYR,2022-08-21,Paid,2027-08-20,Basic,Annual,,,8.05,404,3,0,Gaurav Chand Dutta,India,West Bengal,Male,1970-12-05,,0,,,,1488.0,55,low,0
8685-TCJJB,2024-07-14,Referral,2026-02-14,Standard,Monthly,2026-02-14,Switched to competitor,13.94,304,62,1,Jhanvi Nath Chopra,India,Himachal Pradesh,Female,1963-01-24,2025-11-21,0,0.0,0.0,5.0,580.0,63,med,0
8586-HNNEE,2024-01-11,Paid,2027-01-10,Standard,Annual,,,15.58,594,6,0,Rajendra Jadhav,India,Delhi,Male,2007-10-03,2026-07-23,0,50.0,0.0,4.0,980.0,18,low,0
4988-KCAAE,2022-06-27,Paid,2027-06-26,Standard,Annual,,,16.64,933,10,0,Jhanvi Das,India,Mizoram,Female,1995-09-05,2024-05-21,0,48.0,0.0,1.0,1543.0,31,low,0
1747-ABYMM,2021-10-03,Referral,2026-10-02,Standard,Annual,,,16.46,1257,8,0,Divya Raj Barman,India,Uttarakhand,Female,1987-05-05,2026-01-12,0,69.0,1.0,4.0,1810.0,39,low,0
4368-QWYBE,2025-04-29,Organic,2027-04-29,Premium,Annual,,,20.27,294,8,0,Saanvi Chand Mehta,India,Delhi,Female,1987-05-04,2026-03-15,0,26.0,0.0,2.0,506.0,39,low,0
2611-YWIXV,2022-01-22,Paid,2027-01-21,Basic,Annual,,,9.62,570,8,0,Sulochana Lal Rawat,India,Meghalaya,Female,1973-09-30,,0,,,,1699.0,53,low,0
6774-IWMUG,2026-03-18,Paid,2026-05-17,Basic,Monthly,2026-05-17,Poor customer support,8.98,20,77,1,Kabir Kumar Prasad,India,Jharkhand,Male,1976-02-27,2026-04-29,0,51.0,0.0,2.0,60.0,50,high,1
6317-IQYKX,2022-10-01,Referral,2026-10-10,Standard,Monthly,,,17.42,925,39,0,Shekhar Bhatia,India,Goa,Male,2005-08-01,2025-12-30,0,52.0,1.0,3.0,1447.0,21,low,0
5593-UGDFO,2026-01-10,Organic,2026-10-07,Premium,Monthly,,,20.41,188,18,0,Milind Grewal,India,Haryana,Male,1977-01-20,2026-05-25,0,60.0,1.0,3.0,250.0,49,low,0
6175-QPHMF,2024-07-02,Referral,2026-09-20,Basic,Monthly,,,8.53,207,7,0,Manju Mehra,India,Arunachal Pradesh,Female,1975-09-14,2026-07-02,0,67.0,0.0,2.0,807.0,51,low,0
3482-DTRCW,2026-08-13,Referral,2027-08-13,Basic,Annual,,,7.19,8,4,0,Anika Mahato,India,West Bengal,Female,1973-09-25,2026-09-12,0,87.0,1.0,2.0,35.0,53,low,0
5259-EXBXU,2022-01-19,Paid,2027-01-18,Basic,Annual,,,7.23,407,3,0,Chitra Shah,India,Rajasthan,Female,1997-05-26,2022-09-20,0,66.0,0.0,1.0,1702.0,29,low,0
5831-KXUWW,2024-09-13,Organic,2026-10-03,Standard,Monthly,,,13.21,380,22,0,Govind Rani Chopra,India,Mizoram,Male,1967-03-21,2026-07-29,0,53.0,0.0,3.0,734.0,59,low,0
5769-XCHHP,2023-10-25,Paid,2026-10-24,Basic,Annual,,,7.22,243,29,0,Rohan Prasad Bhardwaj,India,Sikkim,Male,1981-07-11,2025-12-16,0,21.0,1.0,2.0,1058.0,45,low,0
9049-IQEVO,2022-03-11,Paid,2026-09-16,Premium,Monthly,,,20.35,1249,42,0,Tara Oraon,India,Goa,Female,1998-09-06,2023-09-20,0,72.0,1.0,4.0,1651.0,28,low,0
9586-PBGCU,2023-04-10,Paid,2027-04-09,Standard,Annual,,,14.92,628,18,0,Rajat Batra,India,Mizoram,Male,1973-05-27,2023-12-14,0,41.0,0.0,1.0,1256.0,53,low,0
4606-NJYLI,2026-08-08,Paid,2027-08-08,Standard,Annual,,,16.26,16,3,0,Ishani Mehta,India,Bihar,Female,1962-10-17,2026-09-13,0,61.0,0.0,1.0,40.0,63,low,0
3101-BSUGO,2025-11-04,Referral,2026-11-04,Premium,Annual,,,24.52,300,1,0,Jagdish Kumar Trivedi,India,Gujarat,Male,1971-10-15,2026-06-12,0,100.0,0.0,4.0,317.0,54,low,0
2247-DSRGG,2022-06-03,Organic,2023-03-08,Basic,Monthly,2023-03-08,Poor customer support,9.24,76,72,1,Kavita Nath Phukan,India,Tamil Nadu,Female,1995-12-27,2022-09-13,0,17.0,1.0,1.0,278.0,30,high,1
1932-OTERP,2024-05-19,Organic,2027-05-19,Premium,Annual,,,20.42,589,13,0,Simran Nath Desai,India,Maharashtra,Female,1990-03-13,2025-11-13,0,91.0,0.0,1.0,851.0,36,low,0
4979-FSLCI,2025-10-03,Paid,2026-09-28,Standard,Monthly,,,16.23,202,27,0,Renu Kumari Dubey,India,Delhi,Female,1965-02-27,2026-06-01,0,73.0,1.0,3.0,349.0,61,low,0
9234-GQYMU,2025-11-16,Referral,2026-10-12,Standard,Monthly,,,14.68,181,35,0,Ira Prasad,India,Jharkhand,Female,1986-02-28,2026-09-05,0,86.0,0.0,3.0,305.0,40,low,0
0453-AKDJZ,2025-03-01,Paid,2026-09-22,Standard,Monthly,,,14.76,303,35,0,Nikhil Thapar,India,Uttarakhand,Male,1976-10-03,2026-07-02,0,25.0,0.0,5.0,565.0,49,low,0
2233-OJVGB,2025-05-21,Paid,2025-06-05,Basic,Monthly,2025-06-05,Too expensive,9.1,10,31,1,Pooja Pillai,India,Chandigarh,Female,1981-11-03,2025-05-26,0,39.0,0.0,2.0,15.0,44,low,0
3727-ELZCB,2025-10-30,Referral,2026-09-25,Basic,Monthly,,,7.9,100,22,0,Aisha Rani Bhatia,India,Maharashtra,Female,1962-11-06,2026-04-17,0,66.0,0.0,3.0,322.0,63,low,0
0906-NKILR,2025-08-23,Paid,2026-09-17,Basic,Monthly,,,9.43,129,19,0,Dhruv Lal Bose,India,Goa,Male,1966-08-28,2026-02-22,0,74.0,1.0,2.0,390.0,60,low,0
8466-LZXWZ,2023-11-18,Paid,2026-11-17,Basic,Annual,,,8.12,257,15,0,Suresh Thapar,India,Chhattisgarh,Male,1970-12-08,2025-11-16,0,85.0,0.0,2.0,1034.0,55,low,0
4903-WNQWF,2024-01-20,Referral,2025-03-09,Standard,Monthly,2025-03-09,Poor customer support,15.28,255,59,1,Geeta Das,India,Andhra Pradesh,Female,1971-05-13,2024-10-08,0,5.0,0.0,5.0,414.0,55,med,0
6493-GFZFT,2022-09-24,Paid,2026-09-23,Standard,Annual,,,12.44,686,5,0,Chandan Bai Barman,India,Odisha,Male,1988-05-08,2024-03-10,0,55.0,1.0,1.0,1454.0,38,low,0
9383-STXOW,2026-04-29,Referral,2026-09-06,Basic,Monthly,2026-09-06,No longer interested,7.51,33,93,1,Aryan Mukherjee,India,Uttar Pradesh,Male,1962-07-02,2026-07-17,0,37.0,0.0,3.0,130.0,64,high,1
8917-EYOUD,2022-08-08,Referral,2026-01-25,Basic,Monthly,2026-01-25,No longer interested,9.15,415,83,1,Tushar Kumar Chauhan,India,Maharashtra,Male,1989-08-06,2025-12-16,0,36.0,1.0,7.0,1266.0,37,high,1
6979-XCZFC,2025-05-08,Paid,2025-10-29,Standard,Monthly,2025-10-29,Poor content quality,13.42,73,71,1,Parvati Thakur,India,Himachal Pradesh,Female,2007-09-03,2025-09-24,0,24.0,0.0,3.0,174.0,19,high,1
6111-NNJMV,2023-08-29,Paid,2024-08-11,Basic,Annual,2024-08-11,Personal reasons,7.11,89,8,1,Seema Prasad,India,Uttar Pradesh,Female,1986-12-19,2024-07-11,0,9.0,0.0,3.0,348.0,39,low,0
7319-AZLUM,2024-05-08,Paid,2024-09-14,Basic,Monthly,2024-09-14,Poor content quality,9.04,39,52,1,Darshan Nath Khanna,India,Tripura,Male,1986-04-07,2024-08-29,0,9.0,1.0,3.0,129.0,40,med,0
0226-AZMMA,2022-02-21,Paid,2027-02-20,Standard,Annual,,,14.57,888,6,0,Deepak Khanna,India,Manipur,Male,1994-07-08,2024-07-29,0,73.0,0.0,4.0,1669.0,32,low,0
3755-WPBIF,2026-01-03,Paid,2026-09-30,Basic,Monthly,,,8.64,67,47,0,Karan Rani Pillai,India,Jammu and Kashmir,Male,1966-09-11,2026-07-10,0,86.0,0.0,4.0,257.0,60,low,0
0098-IMFGW,2023-07-16,Referral,2026-07-11,Premium,Monthly,2026-07-11,Technical issues,23.53,878,76,1,Kunal Kohli,India,Assam,Male,2003-01-08,2025-11-28,0,22.0,1.0,3.0,1091.0,23,high,1
9321-OPDSX,2022-04-05,Organic,2027-04-04,Standard,Annual,,,12.22,695,1,0,Arvind Roy,India,Telangana,Male,1983-06-16,2026-07-11,0,93.0,0.0,3.0,1626.0,43,low,0
1180-HTTNQ,2024-04-21,Paid,2027-04-21,Premium,Annual,,,22.24,653,7,0,Simran Rani Goel,India,Uttarakhand,Female,1965-07-10,2025-10-29,0,86.0,0.0,3.0,879.0,61,low,0
5721-DFXRK,2024-01-04,Organic,2027-01-03,Premium,Annual,,,21.96,815,3,0,Malini Malhotra,India,West Bengal,Female,1981-01-15,2026-06-27,0,69.0,0.0,4.0,987.0,45,low,0
1204-XPCEP,2026-07-05,Paid,2026-10-03,Basic,Monthly,,,7.92,14,15,0,Reema Kumari Tirkey,India,Chandigarh,Female,1992-12-29,2026-07-21,0,69.0,0.0,1.0,74.0,33,low,0
8953-AEGSF,2025-03-26,Paid,2025-06-30,Premium,Monthly,2025-06-30,Too expensive,20.75,62,54,1,Urmila Joshi,India,Jharkhand,Female,1999-10-14,2025-05-23,0,30.0,0.0,3.0,96.0,26,med,0
2113-PCVWI,2024-08-25,Referral,2027-08-25,Standard,Annual,,,17.76,486,2,0,Vivaan Kumar Bhatia,India,Uttarakhand,Male,1989-09-04,2026-07-24,0,79.0,0.0,3.0,753.0,37,low,0
7967-KRIBK,2022-05-19,Paid,2026-09-25,Premium,Monthly,,,20.68,998,22,0,Pradeep Bora,India,Chandigarh,Male,1972-11-14,2026-03-02,0,50.0,0.0,4.0,1582.0,53,low,0
0222-AIRIK,2025-07-24,Referral,2026-09-17,Basic,Monthly,,,8.47,135,13,0,Rachna Devi Nair,India,West Bengal,Female,2000-08-27,2026-03-20,0,56.0,0.0,3.0,420.0,26,low,0
5637-OPORP,2021-11-05,Organic,2026-10-10,Standard,Monthly,,,14.15,878,79,0,Anushka Ahuja,India,Puducherry,Female,1980-12-21,2025-10-27,0,87.0,0.0,2.0,1777.0,45,high,1
9163-HNYDA,2022-10-15,Paid,2026-09-24,Standard,Monthly,,,17.6,799,11,0,Seema Barman,India,Andhra Pradesh,Female,1988-03-31,2025-03-01,0,100.0,0.0,3.0,1433.0,38,low,0
2197-DOFUG,2024-03-14,Referral,2026-05-27,Premium,Annual,2026-05-27,Too expensive,21.16,608,49,1,Aarti Chopra,India,Gujarat,Female,1977-03-30,2025-10-22,0,26.0,1.0,6.0,804.0,49,low,0
8174-FXXKF,2022-01-20,Paid,2026-09-26,Basic,Monthly,,,7.37,395,19,0,Varun Mahato,India,Meghalaya,Male,1972-08-31,2022-09-24,0,48.0,0.0,2.0,1701.0,54,low,0
3737-OKXYQ,2025-01-19,Referral,2027-01-19,Standard,Annual,,,17.98,337,5,0,Ayaan Chand Solanki,India,Haryana,Male,1990-06-27,,0,,,,606.0,36,low,0
4565-HZFOE,2026-05-16,Organic,2026-07-07,Standard,Monthly,2026-07-07,Technical issues,17.53,16,65,1,Kavita Rani Saxena,India,Maharashtra,Female,1986-04-24,,0,,,,52.0,40,med,0
3474-PWFWJ,2021-11-02,Organic,2026-11-01,Basic,Annual,,,8.63,593,10,0,Rangadevi Kaur,India,Chhattisgarh,Female,1998-09-16,2026-07-11,0,25.0,0.0,2.0,1780.0,28,low,0
2185-XDTCE,2023-06-25,Paid,2026-10-07,Standard,Monthly,,,12.35,466,18,0,Usha Chand Sarkar,India,Himachal Pradesh,Female,2005-10-06,2025-09-18,0,44.0,1.0,2.0,1180.0,20,low,0
0620-DPOSS,2021-11-23,Paid,2026-09-28,Premium,Monthly,,,23.21,1437,13,0,Nitin Shah,India,Uttar Pradesh,Male,1996-07-13,2024-12-06,0,58.0,0.0,6.0,1759.0,30,low,0
3668-RDTNC,2024-02-08,Paid,2025-09-28,Premium,Annual,2025-09-28,Too expensive,21.36,490,39,1,Falguni Devi Reddy,India,Madhya Pradesh,Female,1984-03-24,2024-07-04,0,38.0,1.0,3.0,598.0,42,low,0
4407-BBNKO,2023-11-22,Referral,2026-11-21,Basic,Annual,,,9.14,314,50,0,Indira Kumar Verma,India,Jammu and Kashmir,Female,1979-01-16,2025-11-07,0,25.0,1.0,5.0,1030.0,47,med,0
6913-IKZKK,2026-07-31,Paid,2026-09-29,Basic,Monthly,,,8.49,9,5,0,Pallavi Raj Baruah,India,Odisha,Female,1974-11-24,2026-08-19,0,79.0,0.0,3.0,48.0,51,low,0
1422-VUXBS,2022-09-04,Organic,2027-09-03,Basic,Annual,,,8.05,496,14,0,Uma Deshmukh,India,Jammu and Kashmir,Female,2008-08-19,2024-08-06,0,73.0,0.0,1.0,1474.0,18,low,0
5609-PZGQT,2021-10-06,Organic,2026-10-05,Premium,Annual,,,20.56,1124,23,0,Rashmi Bai Chandel,India,Assam,Female,1979-10-26,2026-03-26,0,38.0,1.0,4.0,1807.0,46,low,0
3657-YTGVW,2025-06-17,Paid,2027-06-17,Basic,Annual,,,9.57,151,5,0,Khushi Pawar,India,Madhya Pradesh,Female,2002-10-23,,0,,,,457.0,23,low,0
8584-FEJRD,2026-02-21,Referral,2026-03-15,Basic,Monthly,2026-03-15,Poor content quality,7.23,7,90,1,Sudevi Baruah,India,Delhi,Female,1976-04-05,2026-03-15,0,15.0,1.0,2.0,22.0,50,high,1
6717-DGCJU,2025-01-25,Paid,2026-09-17,Premium,Monthly,,,20.18,492,71,0,Vaishali Chand Mahato,India,Jharkhand,Female,1998-09-08,2026-02-04,0,51.0,0.0,6.0,600.0,28,high,1
8476-DRJNG,2021-11-04,Referral,2025-05-20,Basic,Monthly,2025-05-20,Poor customer support,7.16,366,57,1,Khushi Arora,India,Odisha,Female,1990-09-12,2025-01-11,0,59.0,0.0,5.0,1293.0,36,med,0
0945-PHOXG,2022-06-07,Referral,2026-09-14,Premium,Monthly,,,21.82,1415,55,0,Trisha Nair,India,Chandigarh,Female,1990-08-16,2025-12-16,0,51.0,0.0,2.0,1563.0,36,med,0
6088-XSJBT,2021-11-24,Organic,2025-07-05,Premium,Monthly,2025-07-05,Too expensive,20.12,1006,43,1,Tanvi Phukan,India,Odisha,Female,1974-02-22,2022-04-10,0,57.0,1.0,1.0,1319.0,52,low,0
9506-JRIBT,2024-12-20,Organic,2026-12-20,Standard,Annual,,,14.45,349,13,0,Shilpa Kumar Murthy,India,Telangana,Female,1967-03-22,2026-09-03,0,75.0,0.0,2.0,636.0,59,low,0
7759-EBKDT,2025-08-15,Organic,2026-10-09,Premium,Monthly,,,22.9,287,31,0,Anurag Bai Ahuja,India,Delhi,Male,1982-05-05,2025-10-13,0,41.0,1.0,1.0,398.0,44,low,0
1935-CWOAM,2022-03-14,Organic,2027-03-13,Standard,Annual,,,15.27,781,16,0,Gautam Patel,India,Kerala,Male,1965-05-27,2026-06-29,0,40.0,1.0,4.0,1648.0,61,low,0
9567-DKBQI,2023-07-29,Organic,2027-07-28,Premium,Annual,,,23.78,934,9,0,Zubin Bai Sharma,India,Assam,Male,2000-12-11,2025-12-02,0,51.0,0.0,2.0,1146.0,25,low,0
4895-ONKBH,2026-06-07,Paid,2027-06-07,Basic,Annual,,,7.39,26,3,0,Tara Devi Kulkarni,India,Tamil Nadu,Female,1975-03-08,2026-08-29,0,67.0,0.0,1.0,102.0,51,low,0
5992-YILSR,2025-10-12,Paid,2026-09-14,Premium,Monthly,2026-09-14,No longer interested,23.61,245,91,1,Ira Raj Hegde,India,Uttarakhand,Female,1989-01-03,2026-04-14,0,46.0,0.0,2.0,337.0,37,high,1
3430-UPLYL,2024-08-14,Referral,2027-08-14,Basic,Annual,,,9.3,225,3,0,Rakesh Kumari Khanna,India,Nagaland,Male,2002-04-07,2026-05-02,0,75.0,0.0,4.0,764.0,24,low,0
0232-XOUMR,2024-10-17,Referral,2026-10-17,Basic,Annual,,,7.16,183,9,0,Aditi Hegde,India,West Bengal,Female,1990-02-26,2025-09-26,0,42.0,0.0,3.0,700.0,36,low,0
3303-UYKRG,2021-11-03,Referral,2026-11-02,Standard,Annual,,,17.54,959,26,0,Suman Ghosh,India,Tamil Nadu,Female,1968-09-04,,0,,,,1779.0,58,low,0
9536-USSIG,2023-09-09,Referral,2026-09-23,Standard,Monthly,,,17.54,689,11,0,Rajesh Oraon,India,Manipur,Male,1979-04-29,2024-05-18,0,41.0,0.0,1.0,1104.0,47,low,0
8941-SFDEI,2024-12-21,Organic,2026-12-21,Standard,Annual,,,17.65,347,18,0,Preeti Singh,India,Uttar Pradesh,Female,1989-11-01,2025-11-16,0,87.0,0.0,4.0,635.0,36,low,0
1194-HJTMY,2022-05-11,Organic,2026-09-17,Basic,Monthly,,,9.59,465,26,0,Arvind Nath Chandra,India,Rajasthan,Male,1966-07-06,,0,,,,1590.0,60,low,0
9482-YAPZI,2024-03-09,Paid,2027-03-09,Basic,Annual,,,7.99,287,3,0,Kishore Rani Mehta,India,Arunachal Pradesh,Male,1979-02-25,,0,,,,922.0,47,low,0
4886-VSLTC,2023-06-21,Paid,2027-06-20,Basic,Annual,,,8.63,344,39,0,Somesh Kumar Bajwa,India,Telangana,Male,1996-11-16,2024-06-28,0,72.0,1.0,1.0,1184.0,29,low,0
6139-STJRC,2023-03-28,Paid,2026-04-11,Basic,Monthly,2026-04-11,No longer interested,7.44,352,27,1,Manav Kumari Saxena,India,Telangana,Male,1998-03-19,2025-12-13,0,82.0,0.0,4.0,1110.0,28,low,0
8781-OIGOB,2022-08-06,Referral,2026-09-14,Standard,Monthly,,,14.6,749,24,0,Roshni Bai Joshi,India,Bihar,Female,1987-03-13,,0,,,,1503.0,39,low,0
3926-XAYMU,2023-06-24,Organic,2026-10-06,Basic,Monthly,,,9.19,397,11,0,Anand Nair,India,West Bengal,Male,2005-12-10,2026-07-14,0,33.0,0.0,3.0,1181.0,20,low,0
1795-HXCPG,2022-04-17,Referral,2025-06-13,Standard,Monthly,2025-06-13,Personal reasons,17.93,879,22,1,Atul Reddy,India,Telangana,Male,1993-01-16,2024-09-12,0,67.0,1.0,2.0,1153.0,33,low,0
7565-PEIYU,2025-06-11,Paid,2026-10-04,Standard,Monthly,,,15.52,251,29,0,Pradeep Bai Rathore,India,Gujarat,Male,1977-10-29,2025-12-24,0,37.0,0.0,1.0,463.0,48,low,0
3598-RSBAW,2026-02-26,Organic,2026-09-24,Standard,Monthly,,,15.21,93,14,0,Rudra Murthy,India,Meghalaya,Male,2003-02-05,2026-08-21,0,52.0,0.0,3.0,203.0,23,low,0
5990-UCSJE,2022-02-05,Referral,2024-05-16,Basic,Annual,2024-05-16,Technical issues,7.36,181,25,1,Falguni Nath Mukherjee,India,Nagaland,Female,1993-12-09,2024-03-26,0,0.0,0.0,3.0,831.0,32,low,0
9725-NYDZU,2025-10-28,Paid,2026-07-05,Standard,Annual,2026-07-05,Poor content quality,15.25,157,31,1,Archana Lal Chauhan,India,Haryana,Female,2004-03-18,2026-06-09,0,61.0,0.0,3.0,250.0,22,low,0
6209-KCQVI,2024-07-25,Organic,2026-10-13,Standard,Monthly,,,17.61,458,25,0,Mamta Raj Sharma,India,Karnataka,Female,1966-01-25,2025-11-07,0,74.0,0.0,3.0,784.0,60,low,0
